task,model,run,build_ok,test_ok,in_tok,out_tok,cost_usd,latency_s,workdir
ng-feat2-service-search,qwen/qwen3-coder,3,True,True,636,568,0.0012,11.2,results\ng-feat2-service-search__qwen_qwen3-coder__r3
ng-feat2-service-search,deepseek/deepseek-v4-pro,1,True,True,690,1835,0.0019,30.0,results\ng-feat2-service-search__deepseek_deepseek-v4-pro__r1
ng-feat2-service-search,deepseek/deepseek-v4-pro,2,True,True,690,1067,0.0012,19.5,results\ng-feat2-service-search__deepseek_deepseek-v4-pro__r2
ng-feat2-service-search,deepseek/deepseek-v4-pro,3,True,True,690,1017,0.0012,18.6,results\ng-feat2-service-search__deepseek_deepseek-v4-pro__r3
ng-feat2-service-search,z-ai/glm-5.2,1,True,True,639,1643,0.0072,22.5,results\ng-feat2-service-search__z-ai_glm-5.2__r1
ng-feat2-service-search,z-ai/glm-5.2,2,True,True,639,1589,0.007,35.1,results\ng-feat2-service-search__z-ai_glm-5.2__r2
ng-feat2-service-search,z-ai/glm-5.2,3,True,True,639,1455,0.0065,55.6,results\ng-feat2-service-search__z-ai_glm-5.2__r3
ng-feat2-service-search,minimax/minimax-m2.7,1,True,True,719,948,0.0011,17.9,results\ng-feat2-service-search__minimax_minimax-m2.7__r1
ng-feat2-service-search,minimax/minimax-m2.7,2,False,False,721,979,0.0012,12.9,results\ng-feat2-service-search__minimax_minimax-m2.7__r2
ng-feat2-service-search,minimax/minimax-m2.7,3,True,True,716,918,0.0011,20.9,results\ng-feat2-service-search__minimax_minimax-m2.7__r3
re-bug1-favorite-count,minimax/minimax-m3,1,True,True,830,742,0.0011,16.5,results\re-bug1-favorite-count__minimax_minimax-m3__r1
re-bug1-favorite-count,minimax/minimax-m3,2,True,True,830,820,0.0012,35.3,results\re-bug1-favorite-count__minimax_minimax-m3__r2
re-bug1-favorite-count,minimax/minimax-m3,3,True,True,830,969,0.0014,17.3,results\re-bug1-favorite-count__minimax_minimax-m3__r3
re-bug1-favorite-count,deepseek/deepseek-v4-flash,1,True,True,699,579,0.0002,35.3,results\re-bug1-favorite-count__deepseek_deepseek-v4-flash__r1
re-bug1-favorite-count,deepseek/deepseek-v4-flash,2,True,True,699,898,0.0002,8.7,results\re-bug1-favorite-count__deepseek_deepseek-v4-flash__r2
re-bug1-favorite-count,deepseek/deepseek-v4-flash,3,True,True,699,803,0.0002,8.3,results\re-bug1-favorite-count__deepseek_deepseek-v4-flash__r3
re-bug1-favorite-count,z-ai/glm-4.7,1,True,True,610,1267,0.0025,16.7,results\re-bug1-favorite-count__z-ai_glm-4.7__r1
re-bug1-favorite-count,z-ai/glm-4.7,2,True,True,610,1303,0.0025,29.2,results\re-bug1-favorite-count__z-ai_glm-4.7__r2
re-bug1-favorite-count,z-ai/glm-4.7,3,True,True,610,1658,0.0031,21.5,results\re-bug1-favorite-count__z-ai_glm-4.7__r3
re-feat1-reading-time,minimax/minimax-m3,1,True,True,333,572,0.0008,7.9,results\re-feat1-reading-time__minimax_minimax-m3__r1
re-feat1-reading-time,minimax/minimax-m3,2,True,True,333,1131,0.0015,16.6,results\re-feat1-reading-time__minimax_minimax-m3__r2
re-feat1-reading-time,minimax/minimax-m3,3,True,True,333,707,0.0009,10.5,results\re-feat1-reading-time__minimax_minimax-m3__r3
re-feat1-reading-time,deepseek/deepseek-v4-flash,1,True,True,166,374,0.0001,4.5,results\re-feat1-reading-time__deepseek_deepseek-v4-flash__r1
re-feat1-reading-time,deepseek/deepseek-v4-flash,2,True,True,166,489,0.0001,4.7,results\re-feat1-reading-time__deepseek_deepseek-v4-flash__r2
re-feat1-reading-time,deepseek/deepseek-v4-flash,3,True,True,166,1275,0.0002,13.8,results\re-feat1-reading-time__deepseek_deepseek-v4-flash__r3
re-feat1-reading-time,z-ai/glm-4.7,1,True,True,165,2370,0.0042,10.2,results\re-feat1-reading-time__z-ai_glm-4.7__r1
re-feat1-reading-time,z-ai/glm-4.7,2,True,True,165,4101,0.0072,60.1,results\re-feat1-reading-time__z-ai_glm-4.7__r2
re-feat1-reading-time,z-ai/glm-4.7,3,True,True,165,3947,0.007,56.9,results\re-feat1-reading-time__z-ai_glm-4.7__r3
re-feat2-author-filter,minimax/minimax-m3,1,True,True,850,580,0.001,5.7,results\re-feat2-author-filter__minimax_minimax-m3__r1
re-feat2-author-filter,minimax/minimax-m3,2,False,False,850,585,0.001,5.7,results\re-feat2-author-filter__minimax_minimax-m3__r2
re-feat2-author-filter,minimax/minimax-m3,3,False,False,863,750,0.0012,6.9,results\re-feat2-author-filter__minimax_minimax-m3__r3
re-feat2-author-filter,deepseek/deepseek-v4-flash,1,True,True,742,1356,0.0003,13.9,results\re-feat2-author-filter__deepseek_deepseek-v4-flash__r1
re-feat2-author-filter,deepseek/deepseek-v4-flash,2,True,True,742,1110,0.0003,11.6,results\re-feat2-author-filter__deepseek_deepseek-v4-flash__r2
re-feat2-author-filter,deepseek/deepseek-v4-flash,3,False,False,742,1451,0.0003,15.2,results\re-feat2-author-filter__deepseek_deepseek-v4-flash__r3
re-feat2-author-filter,z-ai/glm-4.7,1,False,False,644,1457,0.0028,25.1,results\re-feat2-author-filter__z-ai_glm-4.7__r1
re-feat2-author-filter,z-ai/glm-4.7,2,ERROR,ERROR,0,0,0,0,"expected string or bytes-like object, got 'NoneType'"
re-feat2-author-filter,z-ai/glm-4.7,3,True,True,644,3761,0.0068,16.3,results\re-feat2-author-filter__z-ai_glm-4.7__r3
re-bug1-favorite-count,qwen/qwen3.7-plus,1,True,True,695,1157,0.0017,25.4,results\re-bug1-favorite-count__qwen_qwen3.7-plus__r1
re-bug1-favorite-count,qwen/qwen3.7-plus,2,True,True,695,1513,0.0022,30.2,results\re-bug1-favorite-count__qwen_qwen3.7-plus__r2
re-bug1-favorite-count,qwen/qwen3.7-plus,3,True,True,695,1168,0.0017,24.8,results\re-bug1-favorite-count__qwen_qwen3.7-plus__r3
re-bug1-favorite-count,google/gemini-3.1-flash-lite,1,True,True,767,654,0.0012,2.7,results\re-bug1-favorite-count__google_gemini-3.1-flash-lite__r1
re-bug1-favorite-count,google/gemini-3.1-flash-lite,2,True,True,767,654,0.0012,2.4,results\re-bug1-favorite-count__google_gemini-3.1-flash-lite__r2
re-bug1-favorite-count,google/gemini-3.1-flash-lite,3,True,True,766,654,0.0012,2.8,results\re-bug1-favorite-count__google_gemini-3.1-flash-lite__r3
re-bug1-favorite-count,qwen/qwen3-coder-next,1,True,True,613,498,0.0005,3.8,results\re-bug1-favorite-count__qwen_qwen3-coder-next__r1
re-bug1-favorite-count,qwen/qwen3-coder-next,2,True,True,613,498,0.0005,11.2,results\re-bug1-favorite-count__qwen_qwen3-coder-next__r2
re-bug1-favorite-count,qwen/qwen3-coder-next,3,True,True,613,498,0.0005,7.7,results\re-bug1-favorite-count__qwen_qwen3-coder-next__r3
re-bug1-favorite-count,tencent/hy3-preview,1,True,True,695,2026,0.0006,37.4,results\re-bug1-favorite-count__tencent_hy3-preview__r1
re-bug1-favorite-count,tencent/hy3-preview,2,True,True,695,2164,0.0006,39.9,results\re-bug1-favorite-count__tencent_hy3-preview__r2
re-bug1-favorite-count,tencent/hy3-preview,3,True,True,695,3311,0.0009,63.3,results\re-bug1-favorite-count__tencent_hy3-preview__r3
re-bug1-favorite-count,qwen/qwen3-coder,1,True,True,613,497,0.001,13.0,results\re-bug1-favorite-count__qwen_qwen3-coder__r1
re-bug1-favorite-count,qwen/qwen3-coder,2,True,True,613,497,0.001,8.6,results\re-bug1-favorite-count__qwen_qwen3-coder__r2
re-bug1-favorite-count,qwen/qwen3-coder,3,True,True,613,497,0.001,8.5,results\re-bug1-favorite-count__qwen_qwen3-coder__r3
re-bug1-favorite-count,deepseek/deepseek-v4-pro,1,True,True,699,990,0.0012,16.6,results\re-bug1-favorite-count__deepseek_deepseek-v4-pro__r1
re-bug1-favorite-count,deepseek/deepseek-v4-pro,2,True,True,699,700,0.0009,12.3,results\re-bug1-favorite-count__deepseek_deepseek-v4-pro__r2
re-bug1-favorite-count,deepseek/deepseek-v4-pro,3,True,True,699,819,0.001,13.0,results\re-bug1-favorite-count__deepseek_deepseek-v4-pro__r3
re-bug1-favorite-count,z-ai/glm-5.2,1,True,True,617,861,0.0041,16.9,results\re-bug1-favorite-count__z-ai_glm-5.2__r1
re-bug1-favorite-count,z-ai/glm-5.2,2,True,True,617,913,0.0043,19.2,results\re-bug1-favorite-count__z-ai_glm-5.2__r2
re-bug1-favorite-count,z-ai/glm-5.2,3,True,True,617,884,0.0042,26.5,results\re-bug1-favorite-count__z-ai_glm-5.2__r3
re-bug1-favorite-count,minimax/minimax-m2.7,1,True,True,692,1370,0.0015,5.1,results\re-bug1-favorite-count__minimax_minimax-m2.7__r1
re-bug1-favorite-count,minimax/minimax-m2.7,2,True,True,695,1271,0.0014,19.8,results\re-bug1-favorite-count__minimax_minimax-m2.7__r2
re-bug1-favorite-count,minimax/minimax-m2.7,3,True,True,692,807,0.001,4.5,results\re-bug1-favorite-count__minimax_minimax-m2.7__r3
re-feat1-reading-time,qwen/qwen3.7-plus,1,True,True,181,1351,0.0018,26.3,results\re-feat1-reading-time__qwen_qwen3.7-plus__r1
re-feat1-reading-time,qwen/qwen3.7-plus,2,True,True,181,2016,0.0026,38.0,results\re-feat1-reading-time__qwen_qwen3.7-plus__r2
re-feat1-reading-time,qwen/qwen3.7-plus,3,True,True,181,1658,0.0022,31.5,results\re-feat1-reading-time__qwen_qwen3.7-plus__r3
re-feat1-reading-time,google/gemini-3.1-flash-lite,1,True,True,171,139,0.0003,2.2,results\re-feat1-reading-time__google_gemini-3.1-flash-lite__r1
re-feat1-reading-time,google/gemini-3.1-flash-lite,2,True,True,171,139,0.0003,2.9,results\re-feat1-reading-time__google_gemini-3.1-flash-lite__r2
re-feat1-reading-time,google/gemini-3.1-flash-lite,3,True,True,172,137,0.0002,2.6,results\re-feat1-reading-time__google_gemini-3.1-flash-lite__r3
re-feat1-reading-time,qwen/qwen3-coder-next,1,True,True,172,156,0.0001,1.8,results\re-feat1-reading-time__qwen_qwen3-coder-next__r1
re-feat1-reading-time,qwen/qwen3-coder-next,2,True,True,172,173,0.0002,2.6,results\re-feat1-reading-time__qwen_qwen3-coder-next__r2
re-feat1-reading-time,qwen/qwen3-coder-next,3,True,True,172,154,0.0001,2.5,results\re-feat1-reading-time__qwen_qwen3-coder-next__r3
re-feat1-reading-time,tencent/hy3-preview,1,True,True,175,3650,0.001,34.8,results\re-feat1-reading-time__tencent_hy3-preview__r1
re-feat1-reading-time,tencent/hy3-preview,2,True,True,175,1380,0.0004,13.3,results\re-feat1-reading-time__tencent_hy3-preview__r2
re-feat1-reading-time,tencent/hy3-preview,3,True,True,175,2103,0.0006,17.7,results\re-feat1-reading-time__tencent_hy3-preview__r3
re-feat1-reading-time,qwen/qwen3-coder,1,True,True,172,120,0.0003,2.4,results\re-feat1-reading-time__qwen_qwen3-coder__r1
re-feat1-reading-time,qwen/qwen3-coder,2,True,True,172,168,0.0003,3.0,results\re-feat1-reading-time__qwen_qwen3-coder__r2
re-feat1-reading-time,qwen/qwen3-coder,3,True,True,172,163,0.0003,5.8,results\re-feat1-reading-time__qwen_qwen3-coder__r3
re-feat1-reading-time,deepseek/deepseek-v4-pro,1,True,True,166,815,0.0008,16.4,results\re-feat1-reading-time__deepseek_deepseek-v4-pro__r1
re-feat1-reading-time,deepseek/deepseek-v4-pro,2,True,True,166,124,0.0002,26.6,results\re-feat1-reading-time__deepseek_deepseek-v4-pro__r2
re-feat1-reading-time,deepseek/deepseek-v4-pro,3,True,True,166,1235,0.0011,24.5,results\re-feat1-reading-time__deepseek_deepseek-v4-pro__r3
re-feat1-reading-time,z-ai/glm-5.2,1,True,True,172,1443,0.0059,11.4,results\re-feat1-reading-time__z-ai_glm-5.2__r1
re-feat1-reading-time,z-ai/glm-5.2,2,True,True,172,611,0.0026,14.5,results\re-feat1-reading-time__z-ai_glm-5.2__r2
re-feat1-reading-time,z-ai/glm-5.2,3,True,True,172,771,0.0033,12.0,results\re-feat1-reading-time__z-ai_glm-5.2__r3
re-feat1-reading-time,minimax/minimax-m2.7,1,True,True,198,640,0.0007,11.8,results\re-feat1-reading-time__minimax_minimax-m2.7__r1
re-feat1-reading-time,minimax/minimax-m2.7,2,True,True,194,1106,0.0012,5.0,results\re-feat1-reading-time__minimax_minimax-m2.7__r2
re-feat1-reading-time,minimax/minimax-m2.7,3,True,True,194,1249,0.0013,5.4,results\re-feat1-reading-time__minimax_minimax-m2.7__r3
re-feat2-author-filter,qwen/qwen3.7-plus,1,True,True,735,1999,0.0028,37.2,results\re-feat2-author-filter__qwen_qwen3.7-plus__r1
re-feat2-author-filter,qwen/qwen3.7-plus,2,True,True,735,2217,0.0031,41.6,results\re-feat2-author-filter__qwen_qwen3.7-plus__r2
re-feat2-author-filter,qwen/qwen3.7-plus,3,True,True,735,2784,0.0038,51.7,results\re-feat2-author-filter__qwen_qwen3.7-plus__r3
re-feat2-author-filter,google/gemini-3.1-flash-lite,1,False,False,820,714,0.0013,2.9,results\re-feat2-author-filter__google_gemini-3.1-flash-lite__r1
re-feat2-author-filter,google/gemini-3.1-flash-lite,2,False,False,821,714,0.0013,2.5,results\re-feat2-author-filter__google_gemini-3.1-flash-lite__r2
re-feat2-author-filter,google/gemini-3.1-flash-lite,3,False,False,820,714,0.0013,5.8,results\re-feat2-author-filter__google_gemini-3.1-flash-lite__r3
re-feat2-author-filter,qwen/qwen3-coder-next,1,False,False,647,545,0.0005,14.2,results\re-feat2-author-filter__qwen_qwen3-coder-next__r1
re-feat2-author-filter,qwen/qwen3-coder-next,2,False,False,647,545,0.0005,13.5,results\re-feat2-author-filter__qwen_qwen3-coder-next__r2
re-feat2-author-filter,qwen/qwen3-coder-next,3,False,False,647,545,0.0005,8.9,results\re-feat2-author-filter__qwen_qwen3-coder-next__r3
re-feat2-author-filter,tencent/hy3-preview,1,True,True,734,2912,0.0008,25.3,results\re-feat2-author-filter__tencent_hy3-preview__r1
re-feat2-author-filter,tencent/hy3-preview,2,False,False,734,2745,0.0008,24.1,results\re-feat2-author-filter__tencent_hy3-preview__r2
re-feat2-author-filter,tencent/hy3-preview,3,False,False,734,5200,0.0014,48.2,results\re-feat2-author-filter__tencent_hy3-preview__r3
re-feat2-author-filter,qwen/qwen3-coder,1,False,False,647,540,0.0011,4.9,results\re-feat2-author-filter__qwen_qwen3-coder__r1
re-feat2-author-filter,qwen/qwen3-coder,2,False,False,647,540,0.0011,5.5,results\re-feat2-author-filter__qwen_qwen3-coder__r2
re-feat2-author-filter,qwen/qwen3-coder,3,False,False,647,544,0.0011,5.2,results\re-feat2-author-filter__qwen_qwen3-coder__r3
re-feat2-author-filter,deepseek/deepseek-v4-pro,1,False,False,742,1441,0.0016,23.5,results\re-feat2-author-filter__deepseek_deepseek-v4-pro__r1
re-feat2-author-filter,deepseek/deepseek-v4-pro,2,False,False,742,633,0.0009,13.3,results\re-feat2-author-filter__deepseek_deepseek-v4-pro__r2
re-feat2-author-filter,deepseek/deepseek-v4-pro,3,False,False,742,977,0.0012,28.2,results\re-feat2-author-filter__deepseek_deepseek-v4-pro__r3
re-feat2-author-filter,z-ai/glm-5.2,1,True,True,651,1654,0.0073,22.9,results\re-feat2-author-filter__z-ai_glm-5.2__r1
re-feat2-author-filter,z-ai/glm-5.2,2,False,False,651,2270,0.0097,25.9,results\re-feat2-author-filter__z-ai_glm-5.2__r2
re-feat2-author-filter,z-ai/glm-5.2,3,True,True,651,892,0.0042,25.1,results\re-feat2-author-filter__z-ai_glm-5.2__r3
re-feat2-author-filter,minimax/minimax-m2.7,1,False,False,725,1494,0.0017,26.0,results\re-feat2-author-filter__minimax_minimax-m2.7__r1
re-feat2-author-filter,minimax/minimax-m2.7,2,False,False,728,1810,0.002,28.1,results\re-feat2-author-filter__minimax_minimax-m2.7__r2
re-feat2-author-filter,minimax/minimax-m2.7,3,False,False,725,1405,0.0016,28.9,results\re-feat2-author-filter__minimax_minimax-m2.7__r3
data-bug1-sales-genre,minimax/minimax-m3,1,True,True,470,260,0.0005,9.7,results\data-bug1-sales-genre__minimax_minimax-m3__r1
data-bug1-sales-genre,minimax/minimax-m3,2,True,True,470,305,0.0005,8.3,results\data-bug1-sales-genre__minimax_minimax-m3__r2
data-bug1-sales-genre,minimax/minimax-m3,3,True,True,470,428,0.0007,15.2,results\data-bug1-sales-genre__minimax_minimax-m3__r3
data-bug1-sales-genre,deepseek/deepseek-v4-flash,1,True,True,312,324,0.0001,3.9,results\data-bug1-sales-genre__deepseek_deepseek-v4-flash__r1
data-bug1-sales-genre,deepseek/deepseek-v4-flash,2,True,True,312,176,0.0001,7.7,results\data-bug1-sales-genre__deepseek_deepseek-v4-flash__r2
data-bug1-sales-genre,deepseek/deepseek-v4-flash,3,True,True,312,176,0.0001,10.7,results\data-bug1-sales-genre__deepseek_deepseek-v4-flash__r3
data-bug1-sales-genre,z-ai/glm-4.7,1,True,True,298,1059,0.002,52.2,results\data-bug1-sales-genre__z-ai_glm-4.7__r1
data-bug1-sales-genre,z-ai/glm-4.7,2,True,True,298,972,0.0018,44.5,results\data-bug1-sales-genre__z-ai_glm-4.7__r2
data-bug1-sales-genre,z-ai/glm-4.7,3,True,True,298,968,0.0018,48.1,results\data-bug1-sales-genre__z-ai_glm-4.7__r3
data-feat1-customer-ranking,minimax/minimax-m3,1,True,True,547,612,0.0009,10.4,results\data-feat1-customer-ranking__minimax_minimax-m3__r1
data-feat1-customer-ranking,minimax/minimax-m3,2,True,True,547,697,0.001,13.1,results\data-feat1-customer-ranking__minimax_minimax-m3__r2
data-feat1-customer-ranking,minimax/minimax-m3,3,True,True,547,621,0.0009,10.1,results\data-feat1-customer-ranking__minimax_minimax-m3__r3
data-feat1-customer-ranking,deepseek/deepseek-v4-flash,1,True,True,390,702,0.0002,5.6,results\data-feat1-customer-ranking__deepseek_deepseek-v4-flash__r1
data-feat1-customer-ranking,deepseek/deepseek-v4-flash,2,True,True,390,832,0.0002,9.4,results\data-feat1-customer-ranking__deepseek_deepseek-v4-flash__r2
data-feat1-customer-ranking,deepseek/deepseek-v4-flash,3,True,True,390,898,0.0002,9.5,results\data-feat1-customer-ranking__deepseek_deepseek-v4-flash__r3
data-feat1-customer-ranking,z-ai/glm-4.7,1,True,True,371,1625,0.003,20.3,results\data-feat1-customer-ranking__z-ai_glm-4.7__r1
data-feat1-customer-ranking,z-ai/glm-4.7,2,True,True,371,1418,0.0026,19.0,results\data-feat1-customer-ranking__z-ai_glm-4.7__r2
data-feat1-customer-ranking,z-ai/glm-4.7,3,True,True,371,1787,0.0033,54.0,results\data-feat1-customer-ranking__z-ai_glm-4.7__r3
data-bug1-sales-genre,qwen/qwen3.7-plus,1,True,True,319,830,0.0012,17.3,results\data-bug1-sales-genre__qwen_qwen3.7-plus__r1
data-bug1-sales-genre,qwen/qwen3.7-plus,2,True,True,319,788,0.0011,15.6,results\data-bug1-sales-genre__qwen_qwen3.7-plus__r2
data-bug1-sales-genre,qwen/qwen3.7-plus,3,True,True,319,564,0.0008,12.2,results\data-bug1-sales-genre__qwen_qwen3.7-plus__r3
data-bug1-sales-genre,google/gemini-3.1-flash-lite,1,True,True,325,188,0.0004,2.9,results\data-bug1-sales-genre__google_gemini-3.1-flash-lite__r1
data-bug1-sales-genre,google/gemini-3.1-flash-lite,2,True,True,324,188,0.0004,2.0,results\data-bug1-sales-genre__google_gemini-3.1-flash-lite__r2
data-bug1-sales-genre,google/gemini-3.1-flash-lite,3,True,True,325,188,0.0004,1.9,results\data-bug1-sales-genre__google_gemini-3.1-flash-lite__r3
data-bug1-sales-genre,qwen/qwen3-coder-next,1,True,True,301,161,0.0002,2.2,results\data-bug1-sales-genre__qwen_qwen3-coder-next__r1
data-bug1-sales-genre,qwen/qwen3-coder-next,2,True,True,301,161,0.0002,3.6,results\data-bug1-sales-genre__qwen_qwen3-coder-next__r2
data-bug1-sales-genre,qwen/qwen3-coder-next,3,True,True,301,161,0.0002,4.2,results\data-bug1-sales-genre__qwen_qwen3-coder-next__r3
data-bug1-sales-genre,tencent/hy3-preview,1,True,True,328,485,0.0001,8.6,results\data-bug1-sales-genre__tencent_hy3-preview__r1
data-bug1-sales-genre,tencent/hy3-preview,2,True,True,328,468,0.0001,6.6,results\data-bug1-sales-genre__tencent_hy3-preview__r2
data-bug1-sales-genre,tencent/hy3-preview,3,True,True,328,574,0.0002,7.3,results\data-bug1-sales-genre__tencent_hy3-preview__r3
data-bug1-sales-genre,qwen/qwen3-coder,1,True,True,301,161,0.0004,5.4,results\data-bug1-sales-genre__qwen_qwen3-coder__r1
data-bug1-sales-genre,qwen/qwen3-coder,2,True,True,301,160,0.0004,3.8,results\data-bug1-sales-genre__qwen_qwen3-coder__r2
data-bug1-sales-genre,qwen/qwen3-coder,3,True,True,301,160,0.0004,3.4,results\data-bug1-sales-genre__qwen_qwen3-coder__r3
data-bug1-sales-genre,deepseek/deepseek-v4-pro,1,True,True,312,359,0.0004,5.7,results\data-bug1-sales-genre__deepseek_deepseek-v4-pro__r1
data-bug1-sales-genre,deepseek/deepseek-v4-pro,2,True,True,312,287,0.0004,5.7,results\data-bug1-sales-genre__deepseek_deepseek-v4-pro__r2
data-bug1-sales-genre,deepseek/deepseek-v4-pro,3,True,True,312,395,0.0005,11.1,results\data-bug1-sales-genre__deepseek_deepseek-v4-pro__r3
data-bug1-sales-genre,z-ai/glm-5.2,1,True,True,305,392,0.0019,21.8,results\data-bug1-sales-genre__z-ai_glm-5.2__r1
data-bug1-sales-genre,z-ai/glm-5.2,2,True,True,305,378,0.0018,11.5,results\data-bug1-sales-genre__z-ai_glm-5.2__r2
data-bug1-sales-genre,z-ai/glm-5.2,3,True,True,305,464,0.0022,19.2,results\data-bug1-sales-genre__z-ai_glm-5.2__r3
data-bug1-sales-genre,minimax/minimax-m2.7,1,True,True,335,392,0.0005,10.5,results\data-bug1-sales-genre__minimax_minimax-m2.7__r1
data-bug1-sales-genre,minimax/minimax-m2.7,2,True,True,335,672,0.0008,15.5,results\data-bug1-sales-genre__minimax_minimax-m2.7__r2
data-bug1-sales-genre,minimax/minimax-m2.7,3,True,True,335,694,0.0008,16.6,results\data-bug1-sales-genre__minimax_minimax-m2.7__r3
data-feat1-customer-ranking,qwen/qwen3.7-plus,1,True,True,395,1840,0.0025,35.0,results\data-feat1-customer-ranking__qwen_qwen3.7-plus__r1
data-feat1-customer-ranking,qwen/qwen3.7-plus,2,True,True,395,1876,0.0025,36.1,results\data-feat1-customer-ranking__qwen_qwen3.7-plus__r2
data-feat1-customer-ranking,qwen/qwen3.7-plus,3,True,True,395,2114,0.0028,40.1,results\data-feat1-customer-ranking__qwen_qwen3.7-plus__r3
data-feat1-customer-ranking,google/gemini-3.1-flash-lite,1,True,True,394,325,0.0006,2.3,results\data-feat1-customer-ranking__google_gemini-3.1-flash-lite__r1
data-feat1-customer-ranking,google/gemini-3.1-flash-lite,2,True,True,394,325,0.0006,2.4,results\data-feat1-customer-ranking__google_gemini-3.1-flash-lite__r2
data-feat1-customer-ranking,google/gemini-3.1-flash-lite,3,True,True,394,325,0.0006,2.3,results\data-feat1-customer-ranking__google_gemini-3.1-flash-lite__r3
data-feat1-customer-ranking,qwen/qwen3-coder-next,1,True,True,375,304,0.0003,6.0,results\data-feat1-customer-ranking__qwen_qwen3-coder-next__r1
data-feat1-customer-ranking,qwen/qwen3-coder-next,2,True,True,375,304,0.0003,8.2,results\data-feat1-customer-ranking__qwen_qwen3-coder-next__r2
data-feat1-customer-ranking,qwen/qwen3-coder-next,3,True,True,375,305,0.0003,2.7,results\data-feat1-customer-ranking__qwen_qwen3-coder-next__r3
data-feat1-customer-ranking,tencent/hy3-preview,1,True,True,407,2577,0.0007,48.4,results\data-feat1-customer-ranking__tencent_hy3-preview__r1
data-feat1-customer-ranking,tencent/hy3-preview,2,True,True,407,2022,0.0006,40.4,results\data-feat1-customer-ranking__tencent_hy3-preview__r2
data-feat1-customer-ranking,tencent/hy3-preview,3,True,True,407,3852,0.001,71.2,results\data-feat1-customer-ranking__tencent_hy3-preview__r3
data-feat1-customer-ranking,qwen/qwen3-coder,1,True,True,375,263,0.0006,8.2,results\data-feat1-customer-ranking__qwen_qwen3-coder__r1
data-feat1-customer-ranking,qwen/qwen3-coder,2,True,True,375,262,0.0006,5.5,results\data-feat1-customer-ranking__qwen_qwen3-coder__r2
data-feat1-customer-ranking,qwen/qwen3-coder,3,True,True,375,278,0.0006,4.9,results\data-feat1-customer-ranking__qwen_qwen3-coder__r3
data-feat1-customer-ranking,deepseek/deepseek-v4-pro,1,True,True,390,954,0.001,13.5,results\data-feat1-customer-ranking__deepseek_deepseek-v4-pro__r1
data-feat1-customer-ranking,deepseek/deepseek-v4-pro,2,True,True,390,1412,0.0014,15.9,results\data-feat1-customer-ranking__deepseek_deepseek-v4-pro__r2
data-feat1-customer-ranking,deepseek/deepseek-v4-pro,3,True,True,390,967,0.001,80.4,results\data-feat1-customer-ranking__deepseek_deepseek-v4-pro__r3
data-feat1-customer-ranking,z-ai/glm-5.2,1,True,True,378,706,0.0032,41.3,results\data-feat1-customer-ranking__z-ai_glm-5.2__r1
data-feat1-customer-ranking,z-ai/glm-5.2,2,True,True,378,605,0.0028,12.2,results\data-feat1-customer-ranking__z-ai_glm-5.2__r2
data-feat1-customer-ranking,z-ai/glm-5.2,3,True,True,378,1382,0.0059,7.7,results\data-feat1-customer-ranking__z-ai_glm-5.2__r3
data-feat1-customer-ranking,minimax/minimax-m2.7,1,True,True,412,1305,0.0014,21.9,results\data-feat1-customer-ranking__minimax_minimax-m2.7__r1
data-feat1-customer-ranking,minimax/minimax-m2.7,2,True,True,412,2105,0.0022,48.5,results\data-feat1-customer-ranking__minimax_minimax-m2.7__r2
data-feat1-customer-ranking,minimax/minimax-m2.7,3,True,True,412,1204,0.0013,26.8,results\data-feat1-customer-ranking__minimax_minimax-m2.7__r3
